Código|Data|Último|Abertura|Máxima|Mínima|Vol.|Var%
ABEV3|Jul 04|31,82|33,20|33,75|30,93|1,88K|-4,16%
ABEV3|Jun 04|33,20|31,54|34,03|31,29|4,27K|4,90%
ABEV3|Mai 04|31,65|28,33|31,76|28,19|3,78K|11,05%
ABEV3|Abr 04|28,50|26,14|28,88|25,48|3,56K|10,17%
ABEV3|Mar 04|25,87|22,13|28,50|22,13|10,33K|29,87%
ABEV3|Fev 04|19,92|17,96|19,92|17,15|1,16K|10,91%
ABEV3|Jan 04|17,96|17,71|19,37|17,43|0,65K|2,22%
ABEV3|Dez 03|17,57|17,29|17,84|16,46|2,07K|1,80%
ABEV3|Nov 03|17,26|15,77|17,37|15,49|1,38K|13,40%
ABEV3|Out 03|15,22|16,60|17,15|15,22|0,93K|-8,31%
ABEV3|Set 03|16,60|15,77|17,43|15,77|1,06K|7,17%
ABEV3|Ago 03|15,49|13,83|15,77|13,14|1,49K|12,00%
ABEV3|Jul 03|13,83|13,89|14,39|13,81|0,40K|0,00%
ABEV3|Jun 03|13,83|14,39|14,94|13,83|6,06K|-3,89%
ABEV3|Mai 03|14,39|14,38|14,94|14,11|1,65K|3,01%
ABEV3|Abr 03|13,97|13,56|13,97|13,00|0,84K|6,32%
ABEV3|Mar 03|13,14|11,90|13,33|11,76|0,51K|9,96%
ABEV3|Fev 03|11,95|12,42|12,48|11,90|2,59K|-3,78%
ABEV3|Jan 03|12,42|13,00|13,11|11,48|0,95K|-6,05%
ABEV3|Dez 02|13,22|13,28|13,42|12,73|0,67K|-0,97%
ABEV3|Nov 02|13,35|12,86|13,56|12,17|0,85K|2,85%
ABEV3|Out 02|12,98|10,79|13,14|10,65|0,73K|22,22%
ABEV3|Set 02|10,62|10,79|10,93|10,04|0,63K|-1,58%
ABEV3|Ago 02|10,79|10,51|11,34|10,24|0,79K|3,15%
ABEV3|Jul 02|10,46|10,53|11,34|9,68|2,15K|0,58%
ABEV3|Jun 02|10,40|11,18|11,32|9,68|3,10K|-6,98%
ABEV3|Mai 02|11,18|11,18|11,56|10,96|1,79K|-0,97%
ABEV3|Abr 02|11,29|11,07|11,76|10,52|1,21K|2,54%
ABEV3|Mar 02|11,01|11,34|11,62|10,90|2,59K|-2,91%
ABEV3|Fev 02|11,34|10,93|11,34|10,65|0,91K|2,44%
ABEV3|Jan 02|11,07|11,76|12,31|11,07|1,46K|-6,50%
ABEV3|Dez 01|11,84|11,20|12,01|11,07|5,60K|5,71%
ABEV3|Nov 01|11,20|10,65|12,31|10,65|4,27K|3,80%
ABEV3|Out 01|10,79|9,85|11,34|9,54|2,43K|8,33%
ABEV3|Set 01|9,96|12,53|12,73|8,88|1,74K|-20,51%
ABEV3|Ago 01|12,53|13,31|14,39|12,45|1,06K|-7,60%
ABEV3|Jul 01|13,56|14,28|15,08|12,59|1,02K|-5,04%
ABEV3|Jun 01|14,28|14,39|14,66|12,67|2,11K|1,20%
ABEV3|Mai 01|14,11|14,11|14,66|13,83|1,49K|-1,95%
ABEV3|Abr 01|14,39|13,56|14,39|13,00|0,72K|6,12%
ABEV3|Mar 01|13,56|13,83|14,44|13,33|0,87K|0,00%
ABEV3|Fev 01|13,56|14,94|15,08|12,73|1,29K|-5,77%
ABEV3|Jan 01|14,39|13,00|14,94|11,62|1,42K|10,69%
ABEV3|Dez 00|13,00|10,79|13,00|10,37|3,17K|20,82%
ABEV3|Nov 00|10,76|10,51|10,82|9,93|1,94K|2,38%
ABEV3|Out 00|10,51|41,80|53,67|8,99|2,37K|-75,65%
ABEV3|Set 00|43,16|39,42|43,44|39,42|0,30K|9,49%
ABEV3|Ago 00|39,42|37,07|39,56|37,07|0,02K|1,78%
ABEV3|Jul 00|38,73|31,82|40,39|31,82|0,04K|21,72%
ABEV3|Jun 00|31,82|25,45|31,82|25,18|0,12K|25,03%
ABEV3|Mai 00|25,45|26,28|26,56|24,62|0,02K|-3,16%
ABEV3|Abr 00|26,28|25,56|27,67|24,90|0,06K|3,26%
ABEV3|Mar 00|25,45|21,52|25,73|20,75|0,15K|29,58%
ABEV3|Fev 00|19,64|20,20|21,99|19,64|0,03K|-6,61%
ABEV3|Jan 00|21,03|22,08|22,13|20,20|0,03K|-4,76%
ABEV3|Dez 99|22,08|21,88|23,52|21,80|0,20K|-0,23%
ABEV3|Nov 99|22,13|21,03|23,52|21,03|0,29K|6,65%
ABEV3|Out 99|20,75|20,20|20,75|19,09|0,05K|1,37%
ADBE34|Fev 22|54,59|56,64|57,11|53,48|41,53K|-3,70%
ADBE34|Jan 22|56,69|63,29|64,75|51,86|1,08M|-10,43%
ADBE34|Dez 21|63,29|75,95|76,34|61,82|927,57K|-16,67%
ADBE34|Nov 21|75,95|74,47|80,39|69,00|664,47K|3,21%
ADBE34|Out 21|73,59|62,99|73,59|59,92|512,84K|16,94%
ADBE34|Set 21|62,93|68,52|71,23|62,30|517,89K|-8,36%
ADBE34|Ago 21|68,67|64,54|71,22|63,05|1,41M|5,23%
ADBE34|Jul 21|65,26|59,02|65,50|58,16|228,38K|10,57%
ADBE34|Jun 21|59,02|52,02|59,31|50,15|266,52K|10,63%
ADBE34|Mai 21|53,35|55,54|55,54|49,25|117,07K|-3,68%
ADBE34|Abr 21|55,39|54,77|59,44|54,77|268,88K|2,65%
ADBE34|Mar 21|53,96|51,61|54,59|48,23|641,58K|4,78%
ADBE34|Fev 21|51,50|50,65|56,00|48,66|340,48K|1,98%
ADBE34|Jan 21|50,50|51,75|53,11|48,15|343,46K|-2,42%
ADBE34|Dez 20|51,75|52,00|53,19|47,50|498,80K|1,39%
ADBE34|Nov 20|51,04|51,10|61,38|48,00|175,97K|-0,12%
ADBE34|Out 20|51,10|56,45|58,16|51,10|290,95K|-7,29%
ADBE34|Set 20|55,12|56,55|57,29|48,72|639,34K|-1,71%
ADBE34|Ago 20|56,08|47,50|58,75|47,04|356,60K|21,41%
ADBE34|Jul 20|46,19|46,65|49,54|44,80|253,20K|-2,14%
ADBE34|Jun 20|47,20|40,40|47,25|38,70|181,40K|13,43%
ADBE34|Mai 20|41,61|38,60|43,91|38,49|177,80K|7,99%
ADBE34|Abr 20|38,53|31,84|39,60|30,90|107,90K|15,88%
ADBE34|Mar 20|33,25|31,94|33,25|27,90|198,30K|7,71%
ADBE34|Fev 20|30,87|30,48|33,65|30,48|152,30K|2,87%
ADBE34|Jan 20|30,01|26,78|30,01|26,78|146,00K|13,25%
ADBE34|Dez 19|26,50|25,66|26,99|24,89|79,00K|6,17%
ADBE34|Nov 19|24,96|22,22|24,99|21,36|511,00K|11,38%
ADBE34|Out 19|22,41|22,78|23,23|21,51|120,00K|-2,90%
ADBE34|Set 19|23,08|23,49|23,49|22,82|131,00K|-1,28%
ADBE34|Ago 19|23,38|22,17|23,81|22,17|350,00K|0,73%
ADBE34|Jul 19|23,21|22,88|23,25|22,88|56,00K|0,65%
ADBE34|Jun 19|23,06|21,51|23,06|21,51|256,00K|6,27%
AMZO34|Fev 22|107,30|100,90|109,32|93,50|1,29M|6,34%
AMZO34|Jan 22|100,90|119,55|124,30|95,00|2,91M|-15,54%
AMZO34|Dez 21|119,46|126,57|127,87|119,46|2,13M|-4,74%
AMZO34|Nov 21|125,40|121,21|133,50|118,70|2,23M|3,85%
AMZO34|Out 21|120,75|113,97|124,81|110,07|3,69M|5,46%
AMZO34|Set 21|114,50|114,48|119,63|111,88|3,36M|0,44%
AMZO34|Ago 21|114,00|110,29|114,09|107,36|2,50M|3,06%
AMZO34|Jul 21|110,61|109,06|125,88|107,40|2,55M|1,09%
AMZO34|Jun 21|109,42|107,50|113,25|102,10|2,05M|1,77%
AMZO34|Mai 21|107,52|120,20|120,70|104,73|1,81M|-10,55%
AMZO34|Abr 21|120,20|112,64|125,15|112,49|2,39M|7,80%
AMZO34|Mar 21|111,50|110,92|115,49|104,39|2,57M|1,16%
AMZO34|Fev 21|110,22|112,12|118,15|107,01|2,55M|-1,59%
AMZO34|Jan 21|112,00|109,00|115,40|103,50|3,06M|2,47%
AMZO34|Dez 20|109,30|108,00|111,40|98,92|2,68M|1,20%
AMZO34|Nov 20|108,00|110,05|119,11|103,30|2,38M|-2,47%
AMZO34|Out 20|110,74|115,42|124,23|109,57|1,49M|-4,05%
AMZO34|Set 20|115,42|120,22|120,99|99,65|2,46M|-4,89%
AMZO34|Ago 20|121,35|105,72|123,31|105,16|1,21M|15,24%
AMZO34|Jul 20|105,30|96,18|113,37|96,18|1,25M|10,07%
AMZO34|Jun 20|95,67|84,58|96,18|77,71|1,28M|15,59%
AMZO34|Mai 20|82,77|79,98|90,88|78,93|668,03K|-0,86%
AMZO34|Abr 20|83,49|64,79|87,60|63,51|876,05K|24,84%
AMZO34|Mar 20|66,88|54,33|66,88|51,59|1,94M|26,57%
AMZO34|Fev 20|52,84|54,82|60,94|52,38|619,36K|-4,19%
AMZO34|Jan 20|55,15|48,36|55,49|47,94|565,19K|16,52%
AMZO34|Dez 19|47,33|47,75|49,29|45,61|502,39K|-3,07%
AMZO34|Nov 19|48,83|45,42|48,83|45,42|329,70K|7,32%
AMZO34|Out 19|45,50|46,24|47,32|44,08|431,75K|-0,37%
AMZO34|Set 19|45,67|47,44|47,96|45,60|321,85K|-2,10%
AMZO34|Ago 19|46,65|45,41|47,13|44,27|730,04K|1,11%
AMZO34|Jul 19|46,14|46,69|48,43|45,68|274,75K|-0,11%
AMZO34|Jun 19|46,19|42,78|46,93|41,53|384,65K|0,52%
AMZO34|Mai 19|45,95|47,84|49,73|45,95|196,25K|-5,45%
AMZO34|Abr 19|48,60|44,85|48,92|44,48|455,29K|10,15%
AMZO34|Mar 19|44,12|41,10|44,47|39,72|502,39K|14,12%
AMZO34|Fev 19|38,66|38,42|39,49|37,83|290,45K|-2,94%
AMZO34|Jan 19|39,83|36,38|41,09|36,38|745,74K|8,97%
AMZO34|Dez 18|36,55|43,11|43,15|34,40|376,80K|-11,69%
AMZO34|Nov 18|41,39|38,66|41,39|36,39|400,35K|9,12%
AMZO34|Out 18|37,93|51,96|51,96|35,05|1,38M|-27,35%
AMZO34|Set 18|52,21|53,99|55,15|49,30|596,59K|0,08%
AMZO34|Ago 18|52,17|42,89|54,87|42,89|706,49K|23,45%
AMZO34|Jul 18|42,26|43,20|45,49|42,26|706,49K|-0,47%
AMZO34|Jun 18|42,46|39,65|42,46|39,65|1,15M|9,60%
AMZO34|Mai 18|38,74|35,11|38,74|35,11|384,65K|11,55%
AMZO34|Abr 18|34,73|30,12|35,81|28,79|784,99K|13,68%
AMZO34|Mar 18|30,55|30,52|33,25|30,30|604,44K|-2,33%
AMZO34|Fev 18|31,28|28,93|31,31|27,40|737,89K|5,04%
AMZO34|Jan 18|29,78|24,47|29,78|24,47|612,29K|18,83%
AMZO34|Dez 17|25,06|24,14|25,06|23,57|243,35K|2,24%
AMZO34|Nov 17|24,51|23,30|24,70|23,24|251,20K|6,01%
AMZO34|Out 17|23,12|19,28|23,32|19,20|306,15K|19,42%
AMZO34|Set 17|19,36|19,77|20,01|18,78|149,15K|0,78%
AMZO34|Ago 17|19,21|19,80|20,06|18,94|518,09K|-6,70%
AMZO34|Jul 17|20,59|20,41|21,05|20,32|392,50K|-0,82%
AMZO34|Jun 17|20,76|20,79|21,17|20,06|251,20K|1,02%
AMZO34|Mai 17|20,55|19,12|20,92|18,92|235,50K|10,01%
AMZO34|Abr 17|18,68|17,64|18,70|17,64|243,35K|7,11%
AMZO34|Mar 17|17,44|16,87|17,79|16,69|149,15K|4,18%
AMZO34|Fev 17|16,74|16,64|16,88|16,06|235,50K|1,45%
AMZO34|Jan 17|16,50|15,53|17,04|15,50|259,05K|4,23%
AMZO34|Dez 16|15,83|16,38|16,57|15,83|219,80K|-3,00%
AMZO34|Nov 16|16,32|15,93|16,82|15,70|251,20K|2,58%
AMZO34|Out 16|15,91|17,17|17,28|15,85|164,85K|-4,79%
AMZO34|Set 16|16,71|16,02|16,78|15,89|180,55K|5,49%
AMZO34|Ago 16|15,84|15,96|15,96|15,35|298,30K|0,70%
AMZO34|Jul 16|15,73|14,78|15,83|14,78|345,40K|5,78%
AMZO34|Jun 16|14,87|16,53|16,53|14,83|117,75K|-10,21%
AMZO34|Mai 16|16,56|15,25|16,57|14,94|353,25K|15,64%
AMZO34|Abr 16|14,32|13,58|14,32|13,29|431,75K|4,99%
AMZO34|Mar 16|13,64|14,37|14,37|12,61|832,09K|-3,60%
AMZO34|Fev 16|14,15|14,66|14,66|12,48|518,09K|-5,48%
AMZO34|Jan 16|14,97|16,54|16,54|14,76|698,64K|-14,70%
AMZO34|Dez 15|17,55|16,69|17,55|15,69|510,24K|5,34%
AMZO34|Nov 15|16,66|15,03|16,66|15,03|376,80K|6,93%
AMZO34|Out 15|15,58|13,16|15,58|12,82|494,54K|20,59%
AMZO34|Set 15|12,92|11,80|14,15|11,80|1,11M|9,77%
AMZO34|Ago 15|11,77|11,81|11,99|10,72|486,69K|0,51%
AMZO34|Jul 15|11,71|8,66|11,86|8,66|4,33M|35,85%
AMZO34|Jun 15|8,62|8,63|8,80|8,38|188,40K|-1,37%
AMZO34|Mai 15|8,74|8,34|8,74|8,10|227,65K|7,24%
AMZO34|Abr 15|8,15|7,47|8,50|7,38|1,17M|9,25%
AMZO34|Mar 15|7,46|6,91|7,86|6,91|824,24K|8,59%
AMZO34|Fev 15|6,87|6,21|7,01|6,21|887,04K|12,44%
AMZO34|Jan 15|6,11|5,29|6,11|4,80|1,21M|16,83%
AMZO34|Dez 14|5,23|5,32|5,39|5,11|855,64K|-5,94%
AMZO34|Nov 14|5,56|4,81|5,56|4,76|392,50K|15,83%
AMZO34|Out 14|4,80|5,02|5,02|4,48|1,00M|-1,84%
AMZO34|Set 14|4,89|4,84|4,89|4,83|329,70K|-1,21%
AMZO34|Ago 14|4,95|4,54|4,95|4,54|486,69K|8,55%
AMZO34|Jul 14|4,56|4,69|5,09|4,56|690,79K|-0,44%
AMZO34|Jun 14|4,58|4,75|4,75|4,58|188,40K|4,33%
AMZO34|Mai 14|4,39|4,13|4,39|4,10|1,77M|2,81%
AMZO34|Abr 14|4,27|4,95|4,95|4,27|2,01M|-12,32%
AMZO34|Mar 14|4,87|5,47|5,65|4,87|47,10K|-6,88%
AMZO34|Fev 14|5,23|5,44|5,44|5,23|109,90K|-8,73%
AMZO34|Jan 14|5,73|5,73|5,73|5,73|62,80K|-4,34%
AMZO34|Dez 13|5,99|5,99|5,99|5,99|15,70K|32,52%
AMZO34|Out 13|4,52|4,52|4,52|4,52|15,70K|3,20%
AMZO34|Set 13|4,38|4,38|4,38|4,38|15,70K|4,29%
AMZO34|Jul 13|4,20|4,20|4,20|4,20|31,40K|30,03%
AMZO34|Abr 13|3,23|3,53|3,53|3,23|31,40K|-1,82%
AMZO34|Fev 13|3,29|3,37|3,37|3,29|2,72M|-4,64%
AMZO34|Jan 13|3,45|3,31|3,58|3,31|1,13M|8,49%
AMZO34|Dez 12|3,18|3,40|3,48|3,18|219,80K|-4,79%
AMZO34|Nov 12|3,34|3,02|3,34|2,98|125,60K|12,08%
AMZO34|Out 12|2,98|3,25|3,34|2,94|188,40K|-10,24%
AMZO34|Set 12|3,32|3,30|3,32|3,24|62,80K|8,14%
AMZO34|Ago 12|3,07|3,03|3,11|3,03|392,50K|37,67%
AMZO34|Abr 12|2,23|2,23|2,23|2,23|15,54K|-1,76%
ARZZ3|Fev 22|82,30|81,46|83,70|79,24|2,14M|0,62%
ARZZ3|Jan 22|81,79|78,00|84,72|63,39|24,48M|6,54%
ARZZ3|Dez 21|76,77|67,57|79,98|67,39|19,16M|14,31%
ARZZ3|Nov 21|67,16|75,09|84,87|64,83|22,16M|-9,12%
ARZZ3|Out 21|73,90|84,20|90,00|73,53|16,74M|-10,82%
ARZZ3|Set 21|82,87|89,85|90,68|80,42|15,05M|-7,32%
ARZZ3|Ago 21|89,42|91,35|94,35|85,30|12,28M|-1,22%
ARZZ3|Jul 21|90,52|95,19|101,84|89,76|13,14M|-4,21%
ARZZ3|Jun 21|94,50|88,72|96,26|84,65|12,47M|6,62%
ARZZ3|Mai 21|88,63|75,67|89,50|74,42|13,36M|17,16%
ARZZ3|Abr 21|75,65|69,17|82,54|67,30|15,01M|7,53%
ARZZ3|Mar 21|70,35|72,96|79,84|67,20|15,16M|-1,36%
ARZZ3|Fev 21|71,32|71,70|78,41|70,15|11,81M|1,06%
ARZZ3|Jan 21|70,57|68,18|73,61|62,11|12,23M|3,51%
ARZZ3|Dez 20|68,18|69,52|71,90|65,87|9,36M|-1,83%
ARZZ3|Nov 20|69,45|61,58|73,24|59,00|14,37M|15,17%
ARZZ3|Out 20|60,30|53,60|63,00|52,06|19,51M|11,92%
ARZZ3|Set 20|53,88|55,67|60,31|51,90|9,97M|-3,17%
ARZZ3|Ago 20|55,64|52,81|57,33|50,66|15,10M|6,37%
ARZZ3|Jul 20|52,31|47,86|55,65|46,94|14,18M|10,15%
ARZZ3|Jun 20|47,49|41,74|49,63|40,99|14,74M|13,78%
ARZZ3|Mai 20|41,74|40,96|46,10|37,04|10,48M|-0,94%
ARZZ3|Abr 20|42,14|35,42|48,92|32,75|13,24M|15,27%
ARZZ3|Mar 20|36,56|58,00|60,75|31,38|18,61M|-38,65%
ARZZ3|Fev 20|59,59|59,80|65,44|57,22|9,20M|-0,33%
ARZZ3|Jan 20|59,78|63,45|66,02|59,14|15,30M|-5,78%
ARZZ3|Dez 19|63,45|62,26|68,51|61,23|13,08M|2,84%
ARZZ3|Nov 19|61,70|59,23|64,17|57,60|8,95M|5,75%
ARZZ3|Out 19|58,35|48,89|58,74|48,55|11,97M|19,52%
ARZZ3|Set 19|48,82|48,78|49,68|46,52|6,58M|0,08%
ARZZ3|Ago 19|48,78|49,76|52,07|44,61|11,84M|-1,81%
ARZZ3|Jul 19|49,67|49,40|53,12|47,91|6,07M|0,38%
ARZZ3|Jun 19|49,49|50,01|50,01|46,92|5,38M|-0,14%
ARZZ3|Mai 19|49,56|49,74|50,26|44,93|6,59M|-0,60%
ARZZ3|Abr 19|49,85|49,42|50,52|44,60|7,48M|2,04%
ARZZ3|Mar 19|48,86|52,76|52,76|47,42|7,22M|-7,39%
ARZZ3|Fev 19|52,76|53,33|54,07|48,46|8,04M|-0,35%
ARZZ3|Jan 19|52,94|52,21|53,50|47,98|9,25M|-0,11%
ARZZ3|Dez 18|53,00|47,98|53,06|46,57|6,76M|10,73%
ARZZ3|Nov 18|47,86|46,39|49,70|42,18|5,98M|5,36%
ARZZ3|Out 18|45,43|40,86|48,08|39,35|9,10M|11,27%
ARZZ3|Set 18|40,83|37,90|41,18|34,77|5,02M|8,31%
ARZZ3|Ago 18|37,70|40,27|42,75|36,90|5,25M|-7,22%
ARZZ3|Jul 18|40,63|41,92|43,82|38,49|6,68M|-3,87%
ARZZ3|Jun 18|42,27|40,45|42,35|36,22|7,53M|4,33%
ARZZ3|Mai 18|40,51|49,62|49,62|38,57|6,43M|-18,39%
ARZZ3|Abr 18|49,64|47,79|52,06|44,19|6,69M|4,87%
ARZZ3|Mar 18|47,34|52,63|53,55|43,33|5,60M|-9,89%
ARZZ3|Fev 18|52,53|56,59|56,88|47,64|3,93M|-6,14%
ARZZ3|Jan 18|55,97|51,22|58,17|50,92|5,56M|9,27%
ARZZ3|Dez 17|51,22|43,11|52,62|42,40|4,84M|18,91%
ARZZ3|Nov 17|43,08|47,13|47,54|40,84|10,65M|-8,59%
ARZZ3|Out 17|47,12|47,07|52,06|45,68|7,02M|1,10%
ARZZ3|Set 17|46,61|41,79|51,56|41,66|10,48M|11,61%
ARZZ3|Ago 17|41,76|33,51|43,24|31,84|14,14M|23,73%
ARZZ3|Jul 17|33,75|29,72|33,93|28,76|4,99M|13,95%
ARZZ3|Jun 17|29,62|28,80|30,52|28,39|5,33M|1,93%
ARZZ3|Mai 17|29,06|30,14|33,12|27,93|8,35M|-3,06%
ARZZ3|Abr 17|29,98|27,95|30,18|26,82|4,37M|7,39%
ARZZ3|Mar 17|27,91|28,21|28,79|26,57|2,67M|-0,35%
ARZZ3|Fev 17|28,01|25,83|28,23|25,67|4,02M|8,21%
ARZZ3|Jan 17|25,88|22,29|26,02|21,71|3,79M|16,12%
ARZZ3|Dez 16|22,29|24,19|24,21|20,47|3,71M|-7,92%
ARZZ3|Nov 16|24,21|26,06|26,62|23,76|3,01M|-7,00%
ARZZ3|Out 16|26,03|23,30|28,26|23,18|2,84M|12,95%
ARZZ3|Set 16|23,05|22,78|24,87|22,74|2,54M|1,17%
ARZZ3|Ago 16|22,78|24,51|24,71|22,34|3,61M|-7,14%
ARZZ3|Jul 16|24,53|23,42|25,48|22,41|3,11M|4,56%
ARZZ3|Jun 16|23,46|21,30|24,30|21,20|3,38M|9,56%
ARZZ3|Mai 16|21,41|20,86|23,93|20,37|3,39M|2,62%
ARZZ3|Abr 16|20,87|20,09|22,87|18,73|2,34M|3,85%
ARZZ3|Mar 16|20,09|15,55|20,31|15,48|3,30M|31,11%
ARZZ3|Fev 16|15,33|16,51|18,23|14,64|3,86M|-6,26%
ARZZ3|Jan 16|16,35|18,03|18,04|15,84|2,07M|-9,52%
ARZZ3|Dez 15|18,07|18,76|20,68|17,64|2,48M|-3,70%
ARZZ3|Nov 15|18,76|18,19|20,01|17,62|2,62M|4,76%
ARZZ3|Out 15|17,91|16,89|20,04|16,38|2,41M|5,53%
ARZZ3|Set 15|16,97|18,33|19,60|16,68|3,62M|-9,05%
ARZZ3|Ago 15|18,66|18,03|20,30|16,57|3,65M|2,68%
ARZZ3|Jul 15|18,17|20,58|20,75|17,06|2,56M|-10,79%
ARZZ3|Jun 15|20,37|20,79|21,59|19,55|2,17M|-2,08%
ARZZ3|Mai 15|20,81|20,71|22,06|20,18|5,30M|-0,20%
ARZZ3|Abr 15|20,85|20,95|22,53|19,77|2,61M|1,75%
ARZZ3|Mar 15|20,49|21,20|22,91|20,03|3,44M|-3,35%
ARZZ3|Fev 15|21,20|19,68|22,37|19,68|1,49M|8,36%
ARZZ3|Jan 15|19,56|22,22|22,78|19,56|2,10M|-13,06%
ARZZ3|Dez 14|22,50|23,58|23,59|19,75|2,84M|-5,88%
ARZZ3|Nov 14|23,91|23,55|24,34|21,60|4,50M|0,31%
ARZZ3|Out 14|23,83|24,04|25,24|19,93|2,86M|-1,71%
ARZZ3|Set 14|24,25|26,82|26,97|22,90|1,73M|-9,12%
ARZZ3|Ago 14|26,68|23,46|26,94|23,17|978,80K|12,26%
ARZZ3|Jul 14|23,76|26,23|26,46|23,36|2,27M|-8,96%
ARZZ3|Jun 14|26,10|23,46|26,10|22,64|1,78M|11,28%
ARZZ3|Mai 14|23,46|20,76|24,79|20,57|2,76M|14,23%
ARZZ3|Abr 14|20,53|22,61|23,67|19,40|6,65M|-8,37%
ARZZ3|Mar 14|22,41|22,18|22,66|19,56|3,51M|-0,54%
ARZZ3|Fev 14|22,53|20,92|22,81|20,34|5,06M|6,35%
ARZZ3|Jan 14|21,19|24,20|25,82|19,75|7,50M|-12,61%
ARZZ3|Dez 13|24,24|23,44|25,30|23,22|5,25M|3,00%
ARZZ3|Nov 13|23,54|27,27|27,27|23,38|7,79M|-13,43%
ARZZ3|Out 13|27,19|31,63|31,67|26,71|4,63M|-14,52%
ARZZ3|Set 13|31,81|26,95|32,08|26,95|3,68M|18,04%
ARZZ3|Ago 13|26,95|29,01|31,64|26,62|5,06M|-6,69%
ARZZ3|Jul 13|28,88|27,00|30,41|24,84|5,05M|5,61%
ARZZ3|Jun 13|27,35|30,21|30,81|24,76|8,34M|-9,49%
ARZZ3|Mai 13|30,22|35,44|35,44|29,52|5,56M|-16,22%
ARZZ3|Abr 13|36,06|33,02|36,06|29,66|3,68M|10,59%
ARZZ3|Mar 13|32,61|31,67|33,98|30,56|4,81M|1,73%
ARZZ3|Fev 13|32,06|30,05|32,68|28,61|6,34M|6,67%
ARZZ3|Jan 13|30,05|32,15|32,80|28,91|5,23M|-4,90%
ARZZ3|Dez 12|31,60|29,41|32,90|28,92|4,80M|6,89%
ARZZ3|Nov 12|29,56|28,88|32,07|28,42|2,50M|2,07%
ARZZ3|Out 12|28,96|29,32|30,35|27,42|3,56M|-0,85%
ARZZ3|Set 12|29,21|27,10|29,21|25,57|3,81M|7,62%
ARZZ3|Ago 12|27,14|26,25|28,75|25,26|3,10M|5,60%
ARZZ3|Jul 12|25,70|23,73|27,31|22,72|3,67M|8,32%
ARZZ3|Jun 12|23,73|22,98|24,04|21,43|3,15M|1,36%
ARZZ3|Mai 12|23,41|23,79|23,79|19,44|5,08M|-1,67%
ARZZ3|Abr 12|23,81|25,55|26,92|22,92|2,69M|-5,29%
ARZZ3|Mar 12|25,14|25,35|27,26|22,85|20,28M|-0,75%
ARZZ3|Fev 12|25,33|22,94|26,28|22,57|3,10M|9,40%
ARZZ3|Jan 12|23,15|18,46|23,36|18,43|2,04M|26,62%
ARZZ3|Dez 11|18,29|18,91|19,40|17,22|1,33M|-3,33%
ARZZ3|Nov 11|18,92|17,77|19,47|16,91|995,28K|5,73%
ARZZ3|Out 11|17,89|14,98|18,87|14,27|2,23M|19,47%
ARZZ3|Set 11|14,98|16,95|19,07|14,98|3,97M|-13,64%
ARZZ3|Ago 11|17,34|16,99|17,69|13,41|3,14M|-0,95%
ARZZ3|Jul 11|17,51|16,89|19,46|16,24|1,90M|2,09%
ARZZ3|Jun 11|17,15|19,85|20,01|16,40|3,00M|-15,93%
ARZZ3|Mai 11|20,39|18,99|20,60|18,99|3,48M|6,56%
ARZZ3|Abr 11|19,14|18,12|20,17|17,26|2,24M|7,21%
ARZZ3|Mar 11|17,85|16,49|18,83|16,32|2,56M|6,31%
AURA33|Fev 22|51,22|47,21|51,44|46,76|60,33K|8,98%
AURA33|Jan 22|47,00|45,00|51,00|40,00|2,37M|4,44%
AURA33|Dez 21|45,00|43,58|47,41|41,21|2,06M|1,69%
AURA33|Nov 21|44,25|53,15|54,82|44,20|2,04M|-18,25%
AURA33|Out 21|54,13|57,01|58,95|52,00|2,08M|-5,81%
AURA33|Set 21|57,47|60,90|61,22|54,68|2,43M|-5,83%
AURA33|Ago 21|61,03|66,25|67,60|55,69|2,84M|-8,03%
AURA33|Jul 21|66,36|69,00|70,27|62,29|3,61M|-3,41%
AURA33|Jun 21|68,70|66,70|69,73|61,81|8,66M|3,17%
AURA33|Mai 21|66,59|62,00|69,24|60,50|4,43M|7,40%
AURA33|Abr 21|62,00|58,78|66,71|56,85|3,34M|5,44%
AURA33|Mar 21|58,80|50,09|64,64|48,40|5,61M|9,91%
AURA33|Fev 21|53,50|62,00|63,59|53,40|2,56M|-12,58%
AURA33|Jan 21|61,20|61,24|69,24|56,00|3,50M|0,82%
AURA33|Dez 20|60,70|57,70|60,99|53,65|2,66M|5,57%
AURA33|Nov 20|57,50|49,90|59,92|45,90|3,87M|16,16%
AURA33|Out 20|49,50|61,00|61,00|47,80|1,74M|-18,85%
AURA33|Set 20|61,00|66,49|67,26|57,01|954,10K|-7,58%
AURA33|Ago 20|66,00|56,00|66,00|55,01|2,00M|17,86%
B3SA3|Fev 22|14,13|14,62|14,66|13,88|22,87M|-3,35%
B3SA3|Jan 22|14,62|11,19|14,81|10,58|1,13B|31,24%
B3SA3|Dez 21|11,14|11,15|12,46|10,85|708,29M|0,27%
B3SA3|Nov 21|11,11|11,95|13,39|10,96|743,77M|-6,72%
B3SA3|Out 21|11,91|12,81|13,39|11,72|1,15B|-6,51%
B3SA3|Set 21|12,74|13,99|14,33|12,56|1,06B|-9,45%
B3SA3|Ago 21|14,07|15,50|16,28|13,40|812,80M|-7,74%
B3SA3|Jul 21|15,25|16,70|17,25|15,25|668,78M|-9,33%
B3SA3|Jun 21|16,82|17,48|17,73|15,51|1,26B|-4,10%
