Código|Data|Último|Abertura|Máxima|Mínima|Vol.|Var%
PETR3|Jul 08|36,38|46,36|47,45|33,73|70,03M|-22,15%
PETR3|Jun 08|46,73|47,84|48,82|43,05|68,90M|-1,66%
PETR3|Mai 08|47,52|43,46|52,90|41,91|83,33M|13,44%
PETR3|Abr 08|41,89|37,58|44,46|36,59|69,61M|13,09%
PETR3|Mar 08|37,04|40,49|41,39|33,61|70,92M|-8,23%
PETR3|Fev 08|40,36|40,97|43,29|38,63|59,60M|1,36%
PETR3|Jan 08|39,82|42,41|43,24|31,79|82,91M|-7,91%
PETR3|Dez 07|43,24|35,83|43,24|34,65|61,76M|24,11%
PETR3|Nov 07|34,84|33,36|43,24|32,19|87,29M|2,20%
PETR3|Out 07|34,09|28,30|34,69|27,37|93,63M|20,29%
PETR3|Set 07|28,34|24,94|28,96|24,91|56,66M|13,63%
PETR3|Ago 07|24,94|24,74|25,34|21,18|94,87M|-0,04%
PETR3|Jul 07|24,95|24,33|27,07|24,01|54,50M|3,79%
PETR3|Jun 07|24,04|21,47|24,35|21,35|60,55M|13,56%
PETR3|Mai 07|21,17|21,26|22,13|20,42|57,85M|1,10%
PETR3|Abr 07|20,94|20,98|22,43|20,56|46,26M|-1,04%
PETR3|Mar 07|21,16|19,34|21,30|18,13|62,39M|8,12%
PETR3|Fev 07|19,57|21,59|21,59|19,30|58,47M|-7,95%
PETR3|Jan 07|21,26|22,32|22,80|19,71|71,65M|-4,58%
PETR3|Dez 06|22,28|20,90|22,49|20,42|41,84M|6,86%
PETR3|Nov 06|20,85|19,22|21,02|19,01|45,55M|7,59%
PETR3|Out 06|19,38|18,40|19,97|17,17|54,88M|4,53%
PETR3|Set 06|18,54|19,63|20,22|16,81|54,70M|-4,58%
PETR3|Ago 06|19,43|20,30|21,36|19,09|37,89M|-4,85%
PETR3|Jul 06|20,42|19,63|20,65|18,93|31,98M|3,18%
PETR3|Jun 06|19,79|20,33|20,85|16,54|51,60M|-2,08%
PETR3|Mai 06|20,21|20,64|22,78|19,30|63,67M|-3,12%
PETR3|Abr 06|20,86|19,10|21,55|19,10|33,78M|9,50%
PETR3|Mar 06|19,05|19,43|20,43|18,22|46,50M|-4,13%
PETR3|Fev 06|19,87|21,14|21,24|18,07|43,89M|-6,01%
PETR3|Jan 06|21,14|16,56|21,14|16,54|45,54M|25,16%
PETR3|Dez 05|16,89|15,37|16,94|15,29|24,99M|9,89%
PETR3|Nov 05|15,37|14,68|15,62|13,49|32,34M|5,42%
PETR3|Out 05|14,58|16,46|16,60|13,40|38,56M|-11,42%
PETR3|Set 05|16,46|15,19|17,19|14,84|32,29M|8,29%
PETR3|Ago 05|15,20|12,79|15,20|12,79|206,70M|18,66%
PETR3|Jul 05|12,81|12,23|13,08|11,96|185,74M|3,31%
PETR3|Jun 05|12,40|11,47|12,93|11,47|172,72M|8,20%
PETR3|Mai 05|11,46|10,98|11,73|10,62|132,53M|4,28%
PETR3|Abr 05|10,99|12,07|12,37|10,64|147,33M|-8,49%
PETR3|Mar 05|12,01|12,83|13,59|11,45|178,92M|-7,47%
PETR3|Fev 05|12,98|10,85|13,34|10,78|224,67M|18,32%
PETR3|Jan 05|10,97|10,94|10,97|10,28|186,40M|0,73%
PETR3|Dez 04|10,89|10,50|11,03|10,07|197,81M|4,31%
PETR3|Nov 04|10,44|10,47|10,73|9,92|175,88M|-0,38%
PETR3|Out 04|10,48|10,43|11,07|9,82|192,17M|-1,13%
PETR3|Set 04|10,60|9,21|10,67|9,20|131,50M|14,72%
PETR3|Ago 04|9,24|8,73|9,64|8,56|313,66M|5,48%
PETR3|Jul 04|8,76|8,69|8,99|8,33|259,96M|0,00%
PETR3|Jun 04|8,76|8,23|9,02|8,04|225,89M|6,44%
PETR3|Mai 04|8,23|8,64|9,40|7,83|319,61M|-4,75%
PETR3|Abr 04|8,64|9,91|10,51|8,50|244,94M|-12,99%
PETR3|Mar 04|9,93|9,32|10,12|9,20|220,74M|7,58%
PETR3|Fev 04|9,23|8,79|9,92|8,50|178,51M|6,21%
PETR3|Jan 04|8,69|8,54|10,40|8,48|201,75M|1,05%
PETR3|Dez 03|8,60|7,28|8,74|7,28|203,12M|18,13%
PETR3|Nov 03|7,28|6,88|7,56|6,85|189,70M|5,97%
PETR3|Out 03|6,87|6,74|7,51|6,74|236,34M|2,08%
PETR3|Set 03|6,73|6,70|7,34|6,52|265,98M|0,15%
PETR3|Ago 03|6,72|6,21|6,73|5,83|238,80M|8,21%
PETR3|Jul 03|6,21|5,69|6,36|5,67|183,62M|9,33%
PETR3|Jun 03|5,68|5,89|6,14|5,53|231,52M|-4,22%
PETR3|Mai 03|5,93|5,54|6,18|5,42|250,56M|7,04%
PETR3|Abr 03|5,54|5,28|5,64|5,07|221,86M|6,74%
PETR3|Mar 03|5,19|4,80|5,61|4,69|185,94M|6,13%
PETR3|Fev 03|4,89|5,32|5,41|4,66|193,85M|-7,74%
PETR3|Jan 03|5,30|5,40|6,03|4,96|191,77M|-1,85%
PETR3|Dez 02|5,40|5,01|5,69|4,75|168,24M|9,98%
PETR3|Nov 02|4,91|4,91|5,14|4,55|178,12M|-1,21%
PETR3|Out 02|4,97|4,19|5,10|3,80|386,46M|20,92%
PETR3|Set 02|4,11|4,92|5,52|3,78|325,32M|-16,80%
PETR3|Ago 02|4,94|4,60|5,25|4,39|355,80M|7,39%
PETR3|Jul 02|4,60|5,47|5,47|4,09|307,17M|-15,13%
PETR3|Jun 02|5,42|5,97|6,15|4,59|302,63M|-9,21%
PETR3|Mai 02|5,97|5,87|6,24|5,48|301,71M|0,51%
PETR3|Abr 02|5,94|6,29|6,48|5,87|252,81M|-5,26%
PETR3|Mar 02|6,27|5,96|6,54|5,91|321,09M|5,38%
PETR3|Fev 02|5,95|5,11|5,99|4,99|188,55M|17,36%
PETR3|Jan 02|5,07|5,36|5,56|4,91|172,15M|-5,59%
PETR3|Dez 01|5,37|5,21|5,52|4,91|265,32M|3,07%
PETR3|Nov 01|5,21|5,47|5,78|4,84|281,77M|-4,58%
PETR3|Out 01|5,46|5,40|5,88|5,06|214,68M|0,92%
PETR3|Set 01|5,41|5,88|6,34|5,01|236,36M|-8,15%
PETR3|Ago 01|5,89|5,95|6,03|5,40|254,51M|-1,51%
PETR3|Jul 01|5,98|6,08|6,22|5,54|175,85M|-2,76%
PETR3|Jun 01|6,15|6,85|7,24|5,94|184,03M|-10,22%
PETR3|Mai 01|6,85|6,02|6,87|5,92|279,67M|13,79%
PETR3|Abr 01|6,02|5,21|6,23|5,03|216,28M|14,45%
PETR3|Mar 01|5,26|5,88|6,13|5,06|339,37M|-10,54%
PETR3|Fev 01|5,88|5,61|6,12|5,52|249,79M|5,00%
PETR3|Jan 01|5,60|4,80|6,06|4,80|288,07M|12,90%
PETR3|Dez 00|4,96|5,21|5,41|4,83|321,62M|-4,80%
PETR3|Nov 00|5,21|5,60|5,89|5,16|304,47M|-7,79%
PETR3|Out 00|5,65|5,64|6,02|5,09|472,58M|0,18%
PETR3|Set 00|5,64|5,93|6,24|5,32|388,35M|-4,24%
PETR3|Ago 00|5,89|4,80|6,11|4,48|1,16B|24,26%
PETR3|Jul 00|4,74|5,45|5,65|4,69|249,00M|-12,55%
PETR3|Jun 00|5,42|4,14|5,49|4,13|73,57M|30,92%
PETR3|Mai 00|4,14|4,19|4,19|3,54|1,46M|1,22%
PETR3|Abr 00|4,09|4,50|4,63|3,66|1,31M|-9,11%
PETR3|Mar 00|4,50|4,40|4,68|4,27|1,30M|2,27%
PETR3|Fev 00|4,40|3,58|4,50|3,48|1,99M|26,44%
PETR3|Jan 00|3,48|4,09|4,09|3,35|1,31M|-14,91%
PETR3|Dez 99|4,09|3,25|4,09|3,22|2,06M|25,08%
PETR3|Nov 99|3,27|2,70|3,37|2,70|2,56M|20,66%
PETR3|Out 99|2,71|2,25|2,76|2,22|2,61M|17,83%
PETR3|Set 99|2,30|1,86|2,40|1,86|2,30M|23,66%
PETR3|Ago 99|1,86|1,86|1,90|1,66|1,36M|0,00%
PETR3|Jul 99|1,86|1,96|2,03|1,84|2,07M|-5,10%
PETR3|Jun 99|1,96|1,86|2,00|1,80|1,57M|5,38%
PETR3|Mai 99|1,86|1,89|2,01|1,51|3,00M|-2,11%
PETR3|Abr 99|1,90|1,94|2,08|1,57|2,05M|-2,06%
PETR3|Mar 99|1,94|0,88|1,98|0,87|2,83M|130,95%
PETR3|Fev 99|0,84|0,82|0,92|0,77|939,50K|9,09%
PETR3|Jan 99|0,77|0,76|0,82|0,47|1,43M|1,32%
PETR3|Dez 98|0,76|0,91|0,95|0,68|439,52K|-17,39%
PETR3|Nov 98|0,92|0,86|1,01|0,85|586,87K|9,52%
PETR3|Out 98|0,84|0,64|0,93|0,59|723,21K|31,25%
PETR3|Set 98|0,64|0,77|0,88|0,57|753,03K|-16,88%
PETR3|Ago 98|0,77|1,69|1,73|0,77|442,95K|-56,25%
PETR3|Jul 98|1,76|1,64|1,92|1,50|528,63K|15,03%
PETR3|Jun 98|1,53|1,64|1,89|1,48|358,72K|-10,00%
PETR3|Mai 98|1,70|2,15|2,19|1,43|410,29K|-22,73%
PETR3|Abr 98|2,20|2,08|2,40|2,04|406,55K|5,26%
PETR3|Mar 98|2,09|1,96|2,30|1,96|671,52K|7,73%
PETR3|Fev 98|1,94|1,90|1,95|1,82|400,98K|2,11%
PETR3|Jan 98|1,90|2,04|2,11|1,68|501,17K|0,53%
PETR3|Dez 97|1,89|1,94|2,30|1,74|1,04M|0,00%
PETR3|Nov 97|1,89|1,84|1,99|1,43|860,79K|9,25%
PETR3|Out 97|1,73|2,50|2,76|1,48|527,32K|-30,80%
PETR3|Set 97|2,50|2,10|2,56|2,04|752,80K|11,61%
PETR3|Ago 97|2,24|2,74|2,74|2,24|969,09K|-18,25%
PETR3|Jul 97|2,74|2,43|2,85|2,04|1,02M|13,69%
PETR3|Jun 97|2,41|2,13|2,56|2,04|1,45M|13,15%
PETR3|Mai 97|2,13|1,74|2,14|1,72|1,13M|21,71%
PETR3|Abr 97|1,75|1,69|1,84|1,59|693,21K|3,55%
PETR3|Mar 97|1,69|1,83|1,84|1,66|655,04K|-4,52%
PETR3|Fev 97|1,77|1,67|2,04|1,66|552,44K|8,59%
PETR3|Jan 97|1,63|1,28|1,69|1,28|726,85K|27,34%
PETR3|Dez 96|1,28|1,04|1,29|0,99|625,87K|26,73%
PETR3|Nov 96|1,01|0,97|1,08|0,90|278,30K|5,21%
PETR3|Out 96|0,96|0,81|0,99|0,77|500,99K|21,52%
PETR3|Set 96|0,79|0,89|0,89|0,78|99,95K|-10,23%
PETR3|Ago 96|0,88|0,79|0,92|0,75|223,09K|12,82%
PETR3|Jul 96|0,78|0,82|0,93|0,74|243,27K|-4,88%
PETR3|Jun 96|0,82|0,73|0,83|0,71|462,89K|10,81%
PETR3|Mai 96|0,74|0,65|0,80|0,65|880,31K|13,85%
PETR3|Abr 96|0,65|0,59|0,66|0,56|445,71K|10,17%
PETR3|Mar 96|0,59|0,55|0,59|0,53|153,77K|9,26%
PETR3|Fev 96|0,54|0,53|0,59|0,52|128,79K|0,00%
PETR3|Jan 96|0,54|0,43|0,55|0,41|354,76K|31,71%
PETR3|Dez 95|0,41|0,42|0,45|0,39|131,45K|-2,38%
PETR3|Nov 95|0,42|0,44|0,45|0,40|125,52K|-4,55%
PETR3|Out 95|0,44|0,52|0,53|0,41|93,67K|-15,38%
PETR3|Set 95|0,52|0,54|0,61|0,51|120,32K|-3,70%
PETR3|Ago 95|0,54|0,53|0,57|0,50|123,44K|3,85%
PETR3|Jul 95|0,52|0,54|0,66|0,51|177,88K|1,96%
PETR3|Jun 95|0,51|0,70|0,73|0,50|149,13K|-26,09%
PETR3|Mai 95|0,69|0,57|0,81|0,57|238,86K|16,95%
PETR3|Abr 95|0,59|0,52|0,60|0,42|104,45K|15,69%
PETR3|Mar 95|0,51|0,58|0,58|0,36|39,22K|-15,00%
PETR3|Fev 95|0,60|0,75|0,75|0,52|144,97K|-16,67%
PETR3|Jan 95|0,72|0,65|0,72|0,51|54,34K|9,09%
PETR3|Dez 94|0,66|0,80|0,80|0,57|528,88K|-17,50%
PETR3|Nov 94|0,80|0,87|0,87|0,70|81,08K|-3,61%
PETR3|Out 94|0,83|0,97|0,97|0,64|21,12K|-11,70%
PETR3|Set 94|0,94|0,81|1,06|0,77|225,76K|11,90%
PETR3|Ago 94|0,84|0,61|0,85|0,60|299,13K|25,37%
PETR3|Jul 94|0,67|0,59|0,77|0,59|49,37K|17,54%
PETR3|Jun 94|0,57|0,33|0,63|0,33|122,85K|72,73%
PETR3|Mai 94|0,33|0,23|0,35|0,18|116,63K|43,48%
PETR3|Abr 94|0,23|0,23|0,25|0,20|40,97K|0,00%
PETR3|Mar 94|0,23|0,17|0,25|0,15|96,55K|35,29%
PETR3|Fev 94|0,17|0,11|0,19|0,10|127,15K|54,55%
PETR3|Jan 94|0,11|0,06|0,12|0,06|102,02K|83,33%
PETR3|Dez 93|0,06|0,05|0,06|0,04|2,08K|20,00%
PETR3|Nov 93|0,05|0,02|0,05|0,02|2,28K|150,00%
PETR3|Out 93|0,02|0,02|0,03|0,02|1,65K|0,00%
PETR3|Set 93|0,02|0,02|0,03|0,02|1,28K|0,00%
PETR3|Ago 93|0,02|0,02|0,02|0,01|1,00K|0,00%
PETR3|Jul 93|0,02|0,01|0,02|0,01|0,14K|100,00%
PETR3|Jun 93|0,01|0,00|0,01|0,00|0,96K|0,00%
PETR3|Mai 93|0,00|0,00|0,00|0,00|0,31K|0,00%
PETR3|Abr 93|0,00|0,00|0,00|0,00|1,52K|0,00%
PETR3|Mar 93|0,00|0,00|0,00|0,00|0,61K|0,00%
PETR3|Fev 93|0,00|0,00|0,00|0,00|0,31K|0,00%
PETR3|Jan 93|0,00|0,00|0,00|0,00|1,06K|0,00%
PETR3|Dez 92|0,00|0,00|0,00|0,00|1,23K|0,00%
PETR3|Nov 92|0,00|0,00|0,00|0,00|4,13K|0,00%
PRIO3|Fev 22|24,41|23,89|24,41|22,24|30,59M|2,05%
PRIO3|Jan 22|23,92|20,66|24,90|18,49|456,21M|15,72%
PRIO3|Dez 21|20,67|20,85|22,90|18,75|348,96M|1,87%
PRIO3|Nov 21|20,29|24,00|28,86|19,25|441,80M|-13,55%
PRIO3|Out 21|23,47|25,02|28,92|23,11|548,01M|-6,20%
PRIO3|Set 21|25,02|19,23|25,40|17,67|497,36M|30,52%
PRIO3|Ago 21|19,17|18,06|19,90|16,22|303,04M|7,39%
PRIO3|Jul 21|17,85|19,80|21,99|17,56|302,77M|-8,41%
PRIO3|Jun 21|19,49|20,22|20,98|18,48|238,11M|-1,22%
PRIO3|Mai 21|19,73|18,58|20,24|17,08|265,70M|7,72%
PRIO3|Abr 21|18,32|18,57|20,67|17,76|499,73M|-80,15%
PRIO3|Mar 21|92,28|85,61|101,39|83,16|177,66M|10,37%
PRIO3|Fev 21|83,61|72,21|94,00|69,70|120,68M|18,61%
PRIO3|Jan 21|70,49|71,00|84,60|67,54|111,19M|0,43%
PRIO3|Dez 20|70,19|51,01|71,37|50,09|130,98M|39,90%
PRIO3|Nov 20|50,17|33,04|53,77|31,54|144,49M|60,19%
PRIO3|Out 20|31,32|34,36|38,50|30,56|66,71M|-10,23%
PRIO3|Set 20|34,89|42,30|45,09|34,12|64,28M|-16,71%
PRIO3|Ago 20|41,89|39,81|47,72|38,24|66,49M|5,81%
PRIO3|Jul 20|39,59|35,42|42,20|34,34|77,17M|11,87%
PRIO3|Jun 20|35,39|31,71|38,54|28,75|82,02M|14,23%
PRIO3|Mai 20|30,98|19,30|31,35|19,10|87,89M|51,49%
PRIO3|Abr 20|20,45|15,80|29,89|15,07|122,80M|22,46%
PRIO3|Mar 20|16,70|39,37|44,98|9,10|116,66M|-57,61%
PRIO3|Fev 20|39,40|48,50|51,50|37,66|69,57M|-17,80%
PRIO3|Jan 20|47,93|33,70|49,86|33,29|69,53M|44,98%
PRIO3|Dez 19|33,06|23,50|35,40|22,70|37,78M|42,13%
PRIO3|Nov 19|23,26|18,00|23,90|17,81|24,99M|25,73%
PRIO3|Out 19|18,50|17,54|18,88|15,86|23,38M|6,20%
PRIO3|Set 19|17,42|16,70|18,52|16,40|22,44M|3,08%
PRIO3|Ago 19|16,90|17,70|18,10|13,98|28,93M|-3,98%
PRIO3|Jul 19|17,60|16,20|19,54|15,48|25,29M|11,60%
PRIO3|Jun 19|15,77|17,48|17,86|15,31|15,80M|-9,21%
PRIO3|Mai 19|17,37|18,20|19,37|16,50|20,76M|-5,85%
PRIO3|Abr 19|18,45|19,19|20,34|17,56|19,29M|-2,38%
PRIO3|Mar 19|18,90|15,22|21,63|15,06|40,81M|25,18%
PRIO3|Fev 19|15,10|11,70|15,70|10,80|22,55M|31,29%
PRIO3|Jan 19|11,50|9,80|12,43|9,71|13,38M|15,93%
PRIO3|Dez 18|9,92|10,15|10,97|9,33|16,26M|2,48%
PRIO3|Nov 18|9,68|12,10|12,18|9,12|14,05M|-18,66%
PRIO3|Out 18|11,90|11,02|12,60|10,57|12,23M|7,21%
PRIO3|Set 18|11,10|9,54|11,23|9,02|17,69M|17,42%
PRIO3|Ago 18|9,45|8,02|9,54|7,60|24,36M|17,85%
PRIO3|Jul 18|8,02|6,95|8,18|6,57|16,69M|14,59%
PRIO3|Jun 18|7,00|7,22|7,33|6,00|12,46M|-1,82%
PRIO3|Mai 18|7,13|7,14|7,79|6,00|24,75M|-1,84%
PRIO3|Abr 18|7,26|5,90|7,52|4,93|18,31M|23,12%
PRIO3|Mar 18|5,90|7,32|7,32|5,70|27,15M|-18,62%
PRIO3|Fev 18|7,25|8,83|8,97|7,00|12,72M|-17,89%
PRIO3|Jan 18|8,83|8,18|11,20|8,18|28,82M|7,95%
PRIO3|Dez 17|8,18|6,40|8,30|6,39|11,85M|27,63%
PRIO3|Nov 17|6,41|5,68|6,44|5,55|12,51M|12,91%
PRIO3|Out 17|5,68|4,64|5,70|4,50|10,22M|22,30%
PRIO3|Set 17|4,64|4,40|4,94|4,35|7,33M|5,74%
PRIO3|Ago 17|4,39|3,74|4,55|3,64|6,00M|17,29%
PRIO3|Jul 17|3,74|3,68|3,77|3,36|4,66M|1,68%
PRIO3|Jun 17|3,68|3,68|3,79|3,60|3,10M|0,00%
PRIO3|Mai 17|3,68|4,37|4,40|3,30|5,39M|-15,36%
PRIO3|Abr 17|4,35|4,72|4,79|3,73|10,74M|-7,47%
PRIO3|Mar 17|4,70|3,79|4,85|3,41|7,77M|24,02%
PRIO3|Fev 17|3,79|2,62|3,86|2,58|6,92M|44,62%
PRIO3|Jan 17|2,62|2,17|2,84|2,16|9,12M|20,29%
PRIO3|Dez 16|2,18|1,66|2,36|1,63|3,82M|31,13%
PRIO3|Nov 16|1,66|1,62|1,77|1,40|2,31M|3,81%
PRIO3|Out 16|1,60|1,35|1,80|1,35|2,08M|18,61%
PRIO3|Set 16|1,35|1,45|1,48|1,26|2,15M|-6,97%
PRIO3|Ago 16|1,45|1,49|1,64|1,41|1,90M|-2,82%
PRIO3|Jul 16|1,49|1,37|1,65|1,26|3,25M|8,91%
PRIO3|Jun 16|1,37|1,60|1,75|1,30|1,79M|-14,64%
PRIO3|Mai 16|1,61|1,90|1,97|1,51|1,18M|-15,53%
PRIO3|Abr 16|1,90|1,79|2,11|1,63|3,15M|5,26%
PRIO3|Mar 16|1,80|0,90|2,49|0,82|11,71M|95,14%
PRIO3|Fev 16|0,93|0,75|1,00|0,69|2,93M|26,71%
PRIO3|Jan 16|0,73|1,23|1,25|0,69|3,50M|-40,41%
PRIO3|Dez 15|1,23|1,02|1,23|0,96|3,97M|21,89%
PRIO3|Nov 15|1,00|1,05|1,15|0,93|3,31M|-4,74%
PRIO3|Out 15|1,05|0,88|1,20|0,85|4,60M|20,57%
PRIO3|Set 15|0,88|1,35|1,40|0,87|7,78M|-37,05%
PRIO3|Ago 15|1,39|1,74|1,91|1,30|3,86M|-18,95%
PRIO3|Jul 15|1,72|2,04|2,22|1,72|4,21M|-16,34%
PRIO3|Jun 15|2,05|2,33|2,33|2,04|3,01M|-10,48%
PRIO3|Mai 15|2,29|2,38|2,67|2,16|8,68M|-1,51%
PRIO3|Abr 15|2,33|2,26|2,52|2,11|5,98M|3,10%
PRIO3|Mar 15|2,26|2,69|2,84|2,05|12,20M|-16,17%
PRIO3|Fev 15|2,69|1,98|2,98|1,92|17,86M|37,95%
PRIO3|Jan 15|1,95|2,30|3,85|1,42|40,67M|-15,58%
PRIO3|Dez 14|2,31|3,78|3,81|1,97|17,69M|-39,21%
PRIO3|Nov 14|3,80|4,83|4,87|3,51|16,67M|-21,65%
PRIO3|Out 14|4,85|5,38|5,95|4,60|23,04M|-11,42%
PRIO3|Set 14|5,47|6,96|7,19|5,20|20,14M|-21,62%
PRIO3|Ago 14|6,99|6,70|7,41|6,15|24,77M|5,04%
PRIO3|Jul 14|6,65|6,00|6,75|4,95|31,83M|11,76%
PRIO3|Jun 14|5,95|4,05|6,00|3,90|18,93M|45,12%
PRIO3|Mai 14|4,10|3,25|4,40|3,10|30,07M|28,12%
PRIO3|Abr 14|3,20|4,70|5,10|3,15|22,59M|-31,18%
PRIO3|Mar 14|4,65|5,45|5,45|4,55|10,71M|-13,08%
PRIO3|Fev 14|5,35|6,00|6,05|5,05|23,98M|-7,76%
PRIO3|Jan 14|5,80|4,55|6,85|4,05|78,99M|27,47%
PRIO3|Dez 13|4,55|3,65|5,00|3,30|27,90M|22,97%
PRIO3|Nov 13|3,70|3,35|4,45|3,25|24,88M|12,12%
PRIO3|Out 13|3,30|5,85|5,90|3,25|33,15M|-43,10%
PRIO3|Set 13|5,80|7,45|8,75|5,35|25,81M|-22,67%
PRIO3|Ago 13|7,50|8,55|8,60|6,65|10,36M|-11,24%
PRIO3|Jul 13|8,45|12,95|13,70|8,05|20,06M|-35,50%
PRIO3|Jun 13|13,10|12,10|13,40|9,20|16,12M|13,42%
PRIO3|Mai 13|11,55|21,70|23,60|11,35|37,20M|-46,90%
PRIO3|Abr 13|21,75|16,70|24,25|16,30|20,12M|30,63%
PRIO3|Mar 13|16,65|18,15|20,00|16,40|12,19M|-9,51%
PRIO3|Fev 13|18,40|20,10|21,05|17,35|9,43M|-1,87%
PRIO3|Jan 13|18,75|24,15|28,65|18,60|15,10M|-20,72%
PRIO3|Dez 12|23,65|25,80|26,65|23,15|9,49M|-7,25%
PRIO3|Nov 12|25,50|30,65|31,65|23,10|17,88M|-16,39%
PRIO3|Out 12|30,50|22,50|32,40|19,95|25,25M|37,08%
PRIO3|Set 12|22,25|23,95|25,70|18,00|28,53M|-4,30%
PRIO3|Ago 12|23,25|24,85|28,95|17,55|27,18M|-6,63%
PRIO3|Jul 12|24,90|31,30|33,00|24,65|8,31M|-20,45%
PRIO3|Jun 12|31,30|31,45|39,25|25,30|10,05M|-7,26%
PRIO3|Mai 12|33,75|55,00|56,90|28,95|12,89M|-38,41%
PRIO3|Abr 12|54,80|63,90|63,90|47,60|7,52M|-13,33%
PRIO3|Mar 12|63,23|69,30|73,22|59,10|14,24M|-7,29%
PRIO3|Fev 12|68,20|46,70|69,90|45,20|14,30M|48,91%
PRIO3|Jan 12|45,80|57,00|58,00|37,20|18,94M|-19,37%
PRIO3|Dez 11|56,80|67,00|71,30|51,80|8,24M|-14,59%
PRIO3|Nov 11|66,50|82,20|91,20|54,70|12,00M|-22,31%
PRIO3|Out 11|85,60|71,80|86,40|60,30|11,57M|14,13%
PRIO3|Set 11|75,00|110,00|110,00|72,00|10,63M|-28,50%
PRIO3|Ago 11|104,90|145,86|150,00|87,00|12,24M|-27,46%
PRIO3|Jul 11|144,60|139,00|167,20|139,00|8,97M|3,29%
PRIO3|Jun 11|140,00|140,20|145,00|131,00|8,33M|-1,41%
PRIO3|Mai 11|142,00|164,90|165,00|137,50|8,78M|-11,80%
PRIO3|Abr 11|161,00|170,00|183,00|149,00|13,15M|-5,35%
PRIO3|Mar 11|170,10|185,00|222,00|166,10|7,56M|-9,28%
PRIO3|Fev 11|187,50|182,00|199,00|162,00|12,47M|3,13%
PRIO3|Jan 11|181,80|159,00|183,41|154,50|4,76M|14,34%
PRIO3|Dez 10|159,00|135,40|169,90|135,00|5,59M|17,43%
PRIO3|Nov 10|135,40|114,20|143,50|111,00|5,14M|19,09%
PSSA3|Fev 22|19,18|19,93|20,19|19,06|2,32M|-3,28%
PSSA3|Jan 22|19,83|21,42|21,43|18,53|48,86M|-5,21%
PSSA3|Dez 21|20,92|22,31|22,91|20,31|38,98M|-6,02%
PSSA3|Nov 21|22,26|23,27|25,18|21,95|44,37M|-4,63%
PSSA3|Out 21|23,34|24,57|24,85|22,35|66,70M|-5,62%
PSSA3|Set 21|24,73|28,57|28,66|24,73|60,01M|-13,50%
PSSA3|Ago 21|28,59|26,00|29,68|25,95|76,50M|10,69%
PSSA3|Jul 21|25,83|26,67|27,22|25,12|44,45M|-2,08%
PSSA3|Jun 21|26,38|26,54|27,56|25,46|44,25M|0,61%
PSSA3|Mai 21|26,22|24,17|26,81|24,13|44,56M|7,64%
PSSA3|Abr 21|24,36|23,01|24,52|22,05|39,42M|8,90%
PSSA3|Mar 21|22,37|21,00|23,39|19,83|51,61M|7,81%
PSSA3|Fev 21|20,75|23,28|24,76|20,75|41,86M|-9,55%
PSSA3|Jan 21|22,94|23,44|24,20|21,92|49,14M|-1,67%
PSSA3|Dez 20|23,33|22,85|24,05|21,88|63,73M|3,37%
PSSA3|Nov 20|22,57|22,71|25,10|22,35|95,37M|1,17%
PSSA3|Out 20|22,31|22,81|24,93|22,23|41,70M|-1,72%
PSSA3|Set 20|22,70|25,00|25,68|22,40|33,99M|-8,73%
PSSA3|Ago 20|24,87|25,78|28,20|24,87|50,42M|-2,16%
PSSA3|Jul 20|25,42|23,81|26,54|23,81|29,89M|7,17%
PSSA3|Jun 20|23,72|22,12|25,74|21,46|36,75M|7,82%
PSSA3|Mai 20|22,00|20,79|22,00|18,36|39,30M|4,46%
PSSA3|Abr 20|21,06|20,08|22,95|19,24|27,22M|3,08%
PSSA3|Mar 20|20,43|27,74|28,60|20,09|41,31M|-26,35%
PSSA3|Fev 20|27,74|30,00|31,04|26,62|28,86M|-7,78%
PSSA3|Jan 20|30,08|28,66|30,47|28,42|27,19M|5,40%
PSSA3|Dez 19|28,54|27,29|29,15|26,72|20,38M|4,58%
PSSA3|Nov 19|27,29|26,11|27,64|25,06|35,43M|4,52%
PSSA3|Out 19|26,11|26,54|26,70|24,59|26,18M|-1,43%
PSSA3|Set 19|26,49|25,21|26,98|24,94|36,37M|5,16%
PSSA3|Ago 19|25,19|23,33|25,40|23,28|48,57M|7,51%
PSSA3|Jul 19|23,43|23,44|25,26|22,65|26,21M|0,77%
PSSA3|Jun 19|23,25|23,52|25,00|22,94|27,29M|-1,15%
PSSA3|Mai 19|23,52|24,05|24,30|21,68|32,09M|-2,04%
PSSA3|Abr 19|24,01|23,81|25,32|23,06|21,83M|2,00%
PSSA3|Mar 19|23,54|24,75|24,82|23,05|26,51M|-3,96%
PSSA3|Fev 19|24,51|24,51|27,76|24,25|39,50M|-0,08%
PSSA3|Jan 19|24,53|22,61|25,35|21,05|35,43M|7,54%
PSSA3|Dez 18|22,81|22,91|24,62|21,88|20,76M|0,57%
PSSA3|Nov 18|22,68|23,13|24,96|22,26|27,67M|-1,61%
PSSA3|Out 18|23,05|25,27|26,27|21,48|35,80M|-8,28%
PSSA3|Set 18|25,13|23,26|25,87|23,00|27,82M|8,04%
PSSA3|Ago 18|23,26|21,15|24,37|20,52|42,39M|10,66%
PSSA3|Jul 18|21,02|17,25|21,17|16,35|25,60M|21,93%
PSSA3|Jun 18|17,24|17,52|18,39|15,92|29,26M|-2,54%
