"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"Mai 97","2,13","1,74","2,14","1,72","1,13M","21,71%"
"Abr 97","1,75","1,69","1,84","1,59","693,21K","3,55%"
"Mar 97","1,69","1,83","1,84","1,66","655,04K","-4,52%"
"Fev 97","1,77","1,67","2,04","1,66","552,44K","8,59%"
"Jan 97","1,63","1,28","1,69","1,28","726,85K","27,34%"
"Dez 96","1,28","1,04","1,29","0,99","625,87K","26,73%"
"Nov 96","1,01","0,97","1,08","0,90","278,30K","5,21%"
"Out 96","0,96","0,81","0,99","0,77","500,99K","21,52%"
"Set 96","0,79","0,89","0,89","0,78","99,95K","-10,23%"
"Ago 96","0,88","0,79","0,92","0,75","223,09K","12,82%"
"Jul 96","0,78","0,82","0,93","0,74","243,27K","-4,88%"
"Jun 96","0,82","0,73","0,83","0,71","462,89K","10,81%"
"Mai 96","0,74","0,65","0,80","0,65","880,31K","13,85%"
"Abr 96","0,65","0,59","0,66","0,56","445,71K","10,17%"
"Mar 96","0,59","0,55","0,59","0,53","153,77K","9,26%"
"Fev 96","0,54","0,53","0,59","0,52","128,79K","0,00%"
"Jan 96","0,54","0,43","0,55","0,41","354,76K","31,71%"
"Dez 95","0,41","0,42","0,45","0,39","131,45K","-2,38%"
"Nov 95","0,42","0,44","0,45","0,40","125,52K","-4,55%"
"Out 95","0,44","0,52","0,53","0,41","93,67K","-15,38%"
"Set 95","0,52","0,54","0,61","0,51","120,32K","-3,70%"
"Ago 95","0,54","0,53","0,57","0,50","123,44K","3,85%"
"Jul 95","0,52","0,54","0,66","0,51","177,88K","1,96%"
"Jun 95","0,51","0,70","0,73","0,50","149,13K","-26,09%"
"Mai 95","0,69","0,57","0,81","0,57","238,86K","16,95%"
"Abr 95","0,59","0,52","0,60","0,42","104,45K","15,69%"
"Mar 95","0,51","0,58","0,58","0,36","39,22K","-15,00%"
"Fev 95","0,60","0,75","0,75","0,52","144,97K","-16,67%"
"Jan 95","0,72","0,65","0,72","0,51","54,34K","9,09%"
"Dez 94","0,66","0,80","0,80","0,57","528,88K","-17,50%"
"Nov 94","0,80","0,87","0,87","0,70","81,08K","-3,61%"
"Out 94","0,83","0,97","0,97","0,64","21,12K","-11,70%"
"Set 94","0,94","0,81","1,06","0,77","225,76K","11,90%"
"Ago 94","0,84","0,61","0,85","0,60","299,13K","25,37%"
"Jul 94","0,67","0,59","0,77","0,59","49,37K","17,54%"
"Jun 94","0,57","0,33","0,63","0,33","122,85K","72,73%"
"Mai 94","0,33","0,23","0,35","0,18","116,63K","43,48%"
"Abr 94","0,23","0,23","0,25","0,20","40,97K","0,00%"
"Mar 94","0,23","0,17","0,25","0,15","96,55K","35,29%"
"Fev 94","0,17","0,11","0,19","0,10","127,15K","54,55%"
"Jan 94","0,11","0,06","0,12","0,06","102,02K","83,33%"
"Dez 93","0,06","0,05","0,06","0,04","2,08K","20,00%"
"Nov 93","0,05","0,02","0,05","0,02","2,28K","150,00%"
"Out 93","0,02","0,02","0,03","0,02","1,65K","0,00%"
"Set 93","0,02","0,02","0,03","0,02","1,28K","0,00%"
"Ago 93","0,02","0,02","0,02","0,01","1,00K","0,00%"
"Jul 93","0,02","0,01","0,02","0,01","0,14K","100,00%"
"Jun 93","0,01","0,00","0,01","0,00","0,96K","0,00%"
"Mai 93","0,00","0,00","0,00","0,00","0,31K","0,00%"
"Abr 93","0,00","0,00","0,00","0,00","1,52K","0,00%"
"Mar 93","0,00","0,00","0,00","0,00","0,61K","0,00%"
"Fev 93","0,00","0,00","0,00","0,00","0,31K","0,00%"
"Jan 93","0,00","0,00","0,00","0,00","1,06K","0,00%"
"Dez 92","0,00","0,00","0,00","0,00","1,23K","0,00%"
"Nov 92","0,00","0,00","0,00","0,00","4,13K","0,00%"
